"xmlns","series","url","limit","offset","total","RaceTable__season","RaceTable__Races__season","RaceTable__Races__round","RaceTable__Races__url","RaceTable__Races__raceName","RaceTable__Races__Circuit__circuitId","RaceTable__Races__Circuit__url","RaceTable__Races__Circuit__circuitName","RaceTable__Races__Circuit__Location__lat","RaceTable__Races__Circuit__Location__long","RaceTable__Races__Circuit__Location__locality","RaceTable__Races__Circuit__Location__country","RaceTable__Races__date","RaceTable__Races__time","RaceTable__Races__Results__number","RaceTable__Races__Results__position","RaceTable__Races__Results__positionText","RaceTable__Races__Results__points","RaceTable__Races__Results__Driver__driverId","RaceTable__Races__Results__Driver__permanentNumber","RaceTable__Races__Results__Driver__code","RaceTable__Races__Results__Driver__url","RaceTable__Races__Results__Driver__givenName","RaceTable__Races__Results__Driver__familyName","RaceTable__Races__Results__Driver__dateOfBirth","RaceTable__Races__Results__Driver__nationality","RaceTable__Races__Results__Constructor__constructorId","RaceTable__Races__Results__Constructor__url","RaceTable__Races__Results__Constructor__name","RaceTable__Races__Results__Constructor__nationality","RaceTable__Races__Results__grid","RaceTable__Races__Results__laps","RaceTable__Races__Results__status","RaceTable__Races__Results__Time__millis","RaceTable__Races__Results__Time__time","RaceTable__Races__Results__FastestLap__rank","RaceTable__Races__Results__FastestLap__lap","RaceTable__Races__Results__FastestLap__Time__time","RaceTable__Races__Results__FastestLap__AverageSpeed__units","RaceTable__Races__Results__FastestLap__AverageSpeed__speed"
"","","","","","","","","","","","","","","","","","","","","3","4","4","12","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","11","71","Finished","5234259","+5.193s","3","62","1:11.343","kph","217.434"
"","","","","","","","","","","","","","","","","","","","","77","5","5","10","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","3","71","Finished","5252009","+22.943s","1","65","1:10.540","kph","219.909"
"","","","","","","","","","","","","","","","","","","","","5","6","6","8","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","2","71","Finished","5256063","+26.997s","2","71","1:10.831","kph","219.005"
"","","","","","","","","","","","","","","","","","","","","16","7","7","6","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","7","71","Finished","5273265","+44.199s","8","70","1:12.082","kph","215.204"
"","","","","","","","","","","","","","","","","","","","","8","8","8","4","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","8","71","Finished","5280296","+51.230s","12","71","1:12.362","kph","214.372"
"","","","","","","","","","","","","","","","","","","","","20","9","9","2","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","10","71","Finished","5281923","+52.857s","10","67","1:12.206","kph","214.835"
"","","","","","","","","","","","","","","","","","","","","11","10","10","1","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","12","70","+1 Lap","","","13","58","1:12.472","kph","214.046"
"","","","","","","","","","","","","","","","","","","","","28","11","11","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","16","70","+1 Lap","","","15","53","1:12.949","kph","212.647"
"","","","","","","","","","","","","","","","","","","","","55","12","12","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","15","70","+1 Lap","","","9","50","1:12.169","kph","214.945"
"","","","","","","","","","","","","","","","","","","","","10","13","13","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","9","70","+1 Lap","","","17","55","1:13.822","kph","210.132"
"","","","","","","","","","","","","","","","","","","","","2","14","14","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","20","70","+1 Lap","","","16","68","1:12.968","kph","212.591"
"","","","","","","","","","","","","","","","","","","","","31","15","15","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","18","70","+1 Lap","","","11","70","1:12.352","kph","214.401"
"","","","","","","","","","","","","","","","","","","","","35","16","16","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","14","69","+2 Laps","","","19","52","1:14.262","kph","208.887"
"","","","","","","","","","","","","","","","","","","","","14","17","17","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","17","69","+2 Laps","","","14","57","1:12.643","kph","213.542"
"","","","","","","","","","","","","","","","","","","","","18","18","18","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","69","+2 Laps","","","5","68","1:11.751","kph","216.197"
"","","","","","","","","","","","","","","","","","","","","27","19","R","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","13","32","Overheating","","","18","30","1:14.029","kph","209.544"
"","","","","","","","","","","","","","","","","","","","","9","20","R","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","6","20","Collision","","","20","3","1:15.281","kph","206.059"
"","","","","","","","2018","21","https://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix","Abu Dhabi Grand Prix","yas_marina","http://en.wikipedia.org/wiki/Yas_Marina_Circuit","Yas Marina Circuit","24.4672","54.6031","Abu Dhabi","UAE","2018-11-25","13:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","55","Finished","5980382","1:39:40.382","5","53","1:41.357","kph","197.267"
"","","","","","","","","","","","","","","","","","","","","5","2","2","18","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","55","Finished","5982963","+2.581","1","54","1:40.867","kph","198.225"
"","","","","","","","","","","","","","","","","","","","","33","3","3","15","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","6","55","Finished","5993088","+12.706","6","51","1:41.909","kph","196.198"
"","","","","","","","","","","","","","","","","","","","","3","4","4","12","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","5","55","Finished","5995761","+15.379","3","35","1:41.249","kph","197.477"
"","","","","","","","","","","","","","","","","","","","","77","5","5","10","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","55","Finished","6028339","+47.957","2","42","1:40.953","kph","198.056"
"","","","","","","","","","","","","","","","","","","","","55","6","6","8","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","11","55","Finished","6052930","+1:12.548","4","54","1:41.351","kph","197.278"
"","","","","","","","","","","","","","","","","","","","","16","7","7","6","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","8","55","Finished","6071171","+1:30.789","10","54","1:42.876","kph","194.354"
"","","","","","","","","","","","","","","","","","","","","11","8","8","4","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","14","55","Finished","6071657","+1:31.275","8","53","1:42.816","kph","194.467"
"","","","","","","","","","","","","","","","","","","","","8","9","9","2","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","7","54","+1 Lap","","","11","54","1:43.195","kph","193.753"
"","","","","","","","","","","","","","","","","","","","","20","10","10","1","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","13","54","+1 Lap","","","9","53","1:42.822","kph","194.456"
"","","","","","","","","","","","","","","","","","","","","14","11","11","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","15","54","+1 Lap","","","7","53","1:42.393","kph","195.271"
"","","","","","","","","","","","","","","","","","","","","28","12","12","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","16","54","+1 Lap","","","17","53","1:44.174","kph","191.932"
"","","","","","","","","","","","","","","","","","","","","18","13","13","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","20","54","+1 Lap","","","16","53","1:44.033","kph","192.192"
"","","","","","","","","","","","","","","","","","","","","2","14","14","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","18","54","+1 Lap","","","12","53","1:43.249","kph","193.652"
"","","","","","","","","","","","","","","","","","","","","35","15","15","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","54","+1 Lap","","","14","54","1:43.831","kph","192.566"
"","","","","","","","","","","","","","","","","","","","","10","16","R","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","17","46","Engine","","","15","42","1:43.988","kph","192.276"
"","","","","","","","","","","","","","","","","","","","","31","17","R","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","9","44","Engine","","","13","41","1:43.591","kph","193.012"
"","","","","","","","","","","","","","","","","","","","","9","18","R","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","12","24","Power loss","","","19","22","1:46.077","kph","188.489"
"","","","","","","","","","","","","","","","","","","","","7","19","R","0","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","6","Power loss","","","18","5","1:45.198","kph","190.064"
"","","","","","","","","","","","","","","","","","","","","27","20","R","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","10","0","Collision","","","","","","",""
